URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://terminology.hl7.org/CodeSystem/adjudication,1.0.1,active,"2.16.840.1.113883.4.642.1.1171",AdjudicationValueCodes,Adjudication Value Codes,"This value set includes a smattering of Adjudication Value codes which includes codes to indicate the amounts eligible under the plan, the amount of benefit, copays etc.","ValueSet/adjudication"
http://terminology.hl7.org/CodeSystem/adjudication-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1172",AdjudicationReasonCodes,Adjudication Reason Codes,"This value set includes smattering of Adjudication Reason codes.","ValueSet/adjudication-reason"
http://terminology.hl7.org/CodeSystem/claim-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1156",ClaimTypeCodes,Claim Type Codes,"This value set includes Claim Type codes.","ValueSet/claim-type"
http://terminology.hl7.org/CodeSystem/condition-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1073",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","ValueSet/condition-category"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/encounter-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1088",EncounterType,Encounter type,"This example value set defines a set of codes that can be used to indicate the type of encounter: a specific code indicating type of service provided.","ValueSet/encounter-type"
http://terminology.hl7.org/CodeSystem/ex-claimsubtype,1.0.1,active,"2.16.840.1.113883.4.642.1.1158",ExampleClaimSubTypeCodes,Example Claim SubType Codes,"This value set includes sample Claim SubType codes which are used to distinguish the claim types for example within type institutional there may be subtypes for emergency services, bed stay and transportation.","ValueSet/claim-subtype"
http://terminology.hl7.org/CodeSystem/medicationrequest-course-of-therapy,1.0.1,active,"2.16.840.1.113883.4.642.1.1327",MedicationRequestCourseOfTherapyCodes,MedicationRequest Course of Therapy Codes,"MedicationRequest Course of Therapy Codes","ValueSet/medicationrequest-course-of-therapy"
http://terminology.hl7.org/CodeSystem/observation-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/participant-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1089",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/payeetype,1.0.1,active,"2.16.840.1.113883.4.642.1.1050",ClaimPayeeTypeCodes,Payee Type Codes,"Codes indicating the type of party to be reimbursed for cost of products and services.","ValueSet/payeetype"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/v3-ActCode,9.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActCode,ValueSet/v3-ActEncounterCode"
http://terminology.hl7.org/CodeSystem/v3-ActPriority,3.0.0,active,"2.16.840.1.113883.5.7",ActPriority,ActPriority,"A set of codes (e.g., for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.","ValueSet/v3-ActPriority"
http://terminology.hl7.org/CodeSystem/v3-ActReason,3.1.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-SubstanceAdminSubstitutionReason"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,3.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,5.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/v3-substanceAdminSubstitution,3.0.0,active,"2.16.840.1.113883.5.1070",SubstanceAdminSubstitution,Substance Admin Substitution,"Identifies what sort of change is permitted or has occurred between the therapy that was ordered and the therapy that was/will be provided.","ValueSet/v3-ActSubstanceAdminSubstitutionCode"
https://shr.tiberbuapps.com/fhir/CodeSystem/KHTS.A,0.1.0,draft,,KHTS_A,KHTS.A CodeSystem for Counties in Kenya,"CodeSystem for KHTS.A Counties in Kenya","ValueSet/KenyaCountiesVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.CIIZENSHIP,0.1.0,draft,,PATIENT_CITIZENSHIP,CodeSystem for Patient's Citizenship,"CodeSystem for Patient's Citizenship","ValueSet/CitizenshipVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.CLMSRSPSTS,0.1.0,draft,,KNHTS_CLMS_RSP,KNHTS.CLMSRSP CodeSystem for claim response status,"CodeSystem for KNHTS Claim status","ValueSet/ClaimsResponseVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.CLMSTS,0.1.0,draft,,KNHTS_CLMS,KNHTS.CLMS CodeSystem for claim status,"CodeSystem for KNHTS Claim status","ValueSet/ClaimsStatusVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.CODESYSTEMS,0.1.0,draft,,PAT_CODESYSTEMS,CodeSystem for Code systems,"CodeSystem for Code systems","ValueSet/CodeSystemsVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.CONTACTRELATIONSHIP,0.1.0,draft,,PT_CONTACTRELATIONSHIP,CodeSystem for Contact Relationship,"CodeSystem for Contact Relationship","ValueSet/PatientContactRlshipVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.CURRENCY,0.1.0,draft,,CURRENCY,CodeSystem for currency,"CodeSystem for currency","ValueSet/CurrencyVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.CURRENTRENEWALDURATION,0.1.0,draft,,CURRENTRENEWALTYPE,CodeSystem for Practitioner's License Current Renewal type,"CodeSystem for Practitioner's License Current Renewal type","ValueSet/LicenseRenewalDurationVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.EMPLOYMENTTYPE,0.1.0,draft,,EMPLOYMENTTYPE,CodeSystem for Employment Type,"CodeSystem for Employment Type","ValueSet/EmploymentTypeVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.FACILITYAPPROVALSTATUS,0.1.0,draft,,FACILITYAPPROVALSTATUS,CodeSystem for Facility Approval Status,"CodeSystem for Facility Approval Status","ValueSet/FacilityApprovalStatusVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.FACILITYCATEGORY,0.1.0,draft,,FACILITYCATEGORY,CodeSystem for Facility Category,"CodeSystem for Facility Category/Facility Owner Type","ValueSet/FacilityCategoryVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.FACILITYLEVEL,0.1.0,draft,,FACILITYLEVEL,CodeSystem for Facility level,"CodeSystem for Facility level","ValueSet/FacilityLevelVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.IDENTIFIERTYPES,0.1.0,draft,,PAT_IDENTIFIERTYPES,CodeSystem for patient's identifier Types,"CodeSystem for patient's identifier Types","ValueSet/PatientIdentifierTypesVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.IDENTIFIERUSE,0.1.0,draft,,IDENTIFIERUSE,CodeSystem for identifier use,"CodeSystem for  identifier use","ValueSet/IdentifierUseVs"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.MARITALSTATUS,0.1.0,draft,,MARITAL_STATUS,CodeSystem for Patient's Marital (Civil) Status,"CodeSystem for Patient's Marital (Civil) Status","ValueSet/MaritalStatusVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.OPERATIONALSTATUS,0.1.0,draft,,OPERATIONALSTATUS,CodeSystem for Practitioner's Operational Status,"CodeSystem for Practitioner's Operational Status","ValueSet/PractitionerOperationalStatusVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.PAT.TITLE,0.1.0,draft,,PT_TITLE,CodeSystem for patient's title,"CodeSystem for patient's title","ValueSet/SalutationVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.PCNS,0.1.0,draft,,PRIMARYCARENETWORKS,CodeSystem for Primary Care Networks,"CodeSystem for Primary Care Networks","ValueSet/PrimaryCareNetworkVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/KNHTS.QUALIFICATIONTYPE,0.1.0,draft,,QUALIFICATIONTYPE,CodeSystem for Practitioner's qualification type,"CodeSystem for Practitioner's qualification type","ValueSet/PractitionerQualificationTypeVS"
https://shr.tiberbuapps.com/fhir/CodeSystem/Patient.Employment,0.1.0,draft,,Patient_Employment,Patient's Employment CodeSystem,"CodeSystem for Patient's Employment","ValueSet/patientEmploymentVs"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
