URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/improvementIndicatorVS,0.1.0,draft,,IMMZE1DE22VS,Improvement Indicator,"Improvement Indicator",,"Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/kenyaAdministrativeGenderVS,0.1.0,draft,,KHTSADMNGENDER,Administrative Gender,"Administrative Gender","StructureDefinition/KenyanPractitioner","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/kenyaCountiesVS,0.1.0,draft,,KHTS1VS,Counties in Kenya,"Counties in Kenya","StructureDefinition/kenya-counties-extension","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/kenyaServiceRequestsVS,0.1.0,draft,,KHTSSVSRQTS,Service Requests,"Service Requests to be used in Kenyan Context","StructureDefinition/DefaulterTracingRequest","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/maternalHIVStatusVS,0.1.0,draft,,IMMZB1DE8VS,Maternal HIV Status,"The HIV status of the client's biological mother when the client was born.",,"Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/maternalTSTTestResultVs,0.1.0,draft,,IMMZB1DE30VS,Maternal's TST Test Result,"Maternal's TST Test Result","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/placeOfVaccination,0.1.0,draft,,IMMZB1DE13VS,Place of Vaccination,"Place of Vaccination","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/reactionSeverityVS,0.1.0,draft,,IMMZFDE26VS,Reaction Severity,"Reaction Severity","StructureDefinition/AdverseEventProfile","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/reasonVaccineNotdministeredVS,0.1.0,draft,,IMMZC1DE17VS,Reason vaccine was not administered,"Reason vaccine was not administered",,"Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/reportIndicatorCodeVS,0.1.0,draft,,IMMZE1DE11VS,Report Indicator Code,"Report Indicator Code",,"Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/reportStatusVS,0.1.0,draft,,IMMZE1DE2VS,Report Status,"Report Status",,"Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/reportTypeVS,0.1.0,draft,,IMMZE1DE6VS,Report Type,"Report Type",,"Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/typeOfAEFIVS,0.1.0,draft,,IMMZFDE1VS,Type of AEFI,"Type of AEFI","StructureDefinition/types-of-aefi","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/typeOfLastDPTHepBHibDoseVS,0.1.0,draft,,IMMZB1DE62VS,Type of last DPT-HepB+Hib dose,"Type of last DPT-HepB+Hib dose","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/typeOfLastHPVDoseVS,0.1.0,draft,,IMMZB1DE54VS,Type of last HPV dose,"Type of last HPV dose","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/typeOfLastMeaslesRubellaDoseVS,0.1.0,draft,,IMMZB1DE49VS,Type of last Measles-Rubella dose,"Type of last Measles-Rubella dose","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/typeOfLastPCV10DoseVS,0.1.0,draft,,IMMZB1DE58VS,Type of last PCV10 dose,"Type of last PCV10 dose","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/typeOfLastPolioDose,0.1.0,draft,,IMMZB1DE25VS,Type of last Polio dose,"Type of last Polio dose","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/typeOfLastRotavirusDoseVS,0.1.0,draft,,IMMZB1DE44VS,Type of last Rotavirus dose,"Type of last Rotavirus dose","StructureDefinition/IMMZBUpdateClientHistory","Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/vaccineAdministeredVS,0.1.0,draft,,IMMZC1DE14VS,Vaccine administered,"Vaccine administered",,"Internal"
https://intellisoft-consulting.github.io/igs/ChanjoKe-FHIR-IG/ValueSet/vaccineLibraryVS,0.1.0,draft,,IMMZZ1DE1VS,Vaccine Library,"Vaccine Library",,"Internal"
